"","height_data","LW","LN","P","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10"
"Height.1487",142.086545319249,0,0,1,"B","A","A","A","B","B","A","A","A","A","A","A","A","B","B","A","B","B","A","A"
"Height.1488",134.775468684814,0,0,1,"B","A","A","A","B","A","B","B","B","B","A","B","B","B","B","B","A","A","B","A"
"Height.1489",137.287942900096,0,0,1,"B","A","A","A","B","A","B","B","B","A","B","A","A","A","B","B","B","A","A","A"
"Height.1490",137.323417246997,0,0,1,"B","A","A","A","B","A","B","B","A","B","A","A","B","B","B","A","A","A","A","B"
"Height.1491",139.511176684625,0,0,1,"B","A","A","A","B","A","B","B","A","A","B","A","B","B","A","B","A","A","A","A"
"Height.1492",137.51668919376,0,0,1,"B","A","A","A","B","A","B","A","B","B","B","B","A","A","B","A","A","B","B","B"
"Height.1493",140.485463856344,0,0,1,"B","A","A","A","B","A","B","A","B","A","A","A","B","B","A","B","B","B","A","B"
"Height.1494",138.848756064023,0,0,1,"B","A","A","A","B","A","B","A","A","B","B","B","A","A","B","A","B","A","B","A"
"Height.1495",142.175147636894,0,0,1,"B","A","A","A","B","A","B","A","A","A","A","B","A","B","A","B","B","B","A","B"
"Height.1496",135.591438831331,0,0,1,"B","A","A","A","B","A","A","B","B","B","A","A","B","B","B","A","B","B","A","A"
"Height.1497",139.798278421198,0,0,1,"B","A","A","A","B","A","A","B","B","A","B","B","B","A","B","A","A","A","B","A"
"Height.1498",137.413718322151,0,0,1,"B","A","A","A","B","A","A","B","A","B","A","B","A","A","A","A","B","B","A","A"
"Height.1499",139.512302341176,0,0,1,"B","A","A","A","B","A","A","B","A","A","A","A","A","A","B","B","B","A","B","A"
"Height.1500",137.043652757426,0,0,1,"B","A","A","A","B","A","A","A","B","B","B","B","A","A","B","A","B","A","B","B"
"Height.1501",141.248579098575,0,0,1,"B","A","A","A","B","A","A","A","B","A","A","B","B","A","A","B","B","A","A","B"
"Height.1502",138.989450642326,0,0,1,"B","A","A","A","B","A","A","A","A","B","A","A","A","B","A","A","A","B","A","A"
"Height.1503",143.749036161886,0,0,1,"B","A","A","A","B","A","A","A","A","A","B","A","A","B","A","A","B","A","B","A"
"Height.1504",134.456743894656,0,0,1,"B","A","A","A","A","B","B","B","B","B","B","B","B","B","A","B","A","A","A","B"
"Height.1505",139.990058918363,0,0,1,"B","A","A","A","A","B","B","B","B","A","B","B","B","A","B","B","B","B","A","A"
"Height.1506",138.097750071659,0,0,1,"B","A","A","A","A","B","B","B","A","B","A","A","A","A","B","A","B","A","A","A"
"Height.1507",140.31249160729,0,0,1,"B","A","A","A","A","B","B","B","A","A","B","B","A","B","B","A","A","B","B","B"
"Height.1508",139.475550735961,0,0,1,"B","A","A","A","A","B","B","A","B","B","B","A","B","A","B","B","B","A","A","A"
"Height.1509",140.89270711659,0,0,1,"B","A","A","A","A","B","B","A","B","A","A","B","A","B","B","B","A","A","A","A"
"Height.1510",138.687025735612,0,0,1,"B","A","A","A","A","B","B","A","A","B","B","A","B","B","B","A","B","A","B","B"
"Height.1511",143.316989474717,0,0,1,"B","A","A","A","A","B","B","A","A","A","B","B","A","A","A","B","A","B","A","B"
"Height.1512",135.158864927477,0,0,1,"B","A","A","A","A","B","A","B","B","B","A","B","A","B","B","B","B","A","A","B"
"Height.1513",139.585794096038,0,0,1,"B","A","A","A","A","B","A","B","B","A","A","A","A","B","B","B","A","A","A","B"
"Height.1514",138.378692363504,0,0,1,"B","A","A","A","A","B","A","B","A","B","A","A","B","A","B","B","B","A","A","A"
"Height.1515",139.898955578417,0,0,1,"B","A","A","A","A","B","A","B","A","A","A","B","B","A","B","B","B","A","B","A"
"Height.1516",138.617337736587,0,0,1,"B","A","A","A","A","B","A","A","B","B","B","A","B","A","A","B","A","A","B","A"
"Height.1517",141.925812767946,0,0,1,"B","A","A","A","A","B","A","A","B","A","A","A","B","A","B","B","B","A","A","A"
"Height.1518",140.882313956691,0,0,1,"B","A","A","A","A","B","A","A","A","B","B","B","B","B","B","A","A","A","B","A"
"Height.1519",142.506937694099,0,0,1,"B","A","A","A","A","B","A","A","A","A","B","B","A","B","A","A","A","B","A","B"
"Height.1520",136.827346746819,0,0,1,"B","A","A","A","A","A","B","B","B","B","A","A","B","B","B","B","A","A","B","B"
"Height.1521",139.650144329176,0,0,1,"B","A","A","A","A","A","B","B","B","A","B","A","B","A","B","B","A","B","A","B"
"Height.1522",138.265751794806,0,0,1,"B","A","A","A","A","A","B","B","A","B","A","A","B","A","B","B","B","A","A","B"
"Height.1523",142.083988527804,0,0,1,"B","A","A","A","A","A","B","B","A","A","B","B","A","A","A","B","B","A","A","A"
"Height.1524",139.037268962417,0,0,1,"B","A","A","A","A","A","B","A","B","B","A","B","A","B","B","B","A","B","B","B"
"Height.1525",142.859858321751,0,0,1,"B","A","A","A","A","A","B","A","B","A","A","A","A","A","A","B","A","B","B","B"
"Height.1526",142.271884559095,0,0,1,"B","A","A","A","A","A","B","A","A","B","A","A","B","A","A","B","A","B","B","B"
"Height.1527",145.853542616981,0,0,1,"B","A","A","A","A","A","B","A","A","A","B","B","A","B","B","B","A","B","B","A"
"Height.1528",137.151263210507,0,0,1,"B","A","A","A","A","A","A","B","B","B","A","B","A","B","B","B","B","B","B","B"
"Height.1529",140.686316258592,0,0,1,"B","A","A","A","A","A","A","B","B","A","B","B","B","B","B","B","A","A","B","B"
"Height.1530",140.846802632224,0,0,1,"B","A","A","A","A","A","A","B","A","B","B","A","A","A","B","A","A","B","A","A"
"Height.1531",143.054625328807,0,0,1,"B","A","A","A","A","A","A","B","A","A","A","B","B","A","B","A","B","B","A","B"
"Height.1532",139.620280998224,0,0,1,"B","A","A","A","A","A","A","A","B","B","B","A","A","B","A","A","B","A","A","B"
"Height.1533",143.108559993444,0,0,1,"B","A","A","A","A","A","A","A","B","A","B","A","A","A","B","B","B","A","A","B"
"Height.1534",142.357827093743,0,0,1,"B","A","A","A","A","A","A","A","A","B","B","B","A","A","B","B","A","A","B","A"
"Height.1535",146.379138814625,0,0,1,"B","A","A","A","A","A","A","A","A","A","A","B","B","B","A","B","A","B","B","A"
"Height.1536",69.3271006623272,0,0,1,"A","B","B","B","B","B","B","B","B","B","A","B","A","B","B","A","B","B","A","A"
"Height.1537",73.5509325200589,0,0,1,"A","B","B","B","B","B","B","B","B","A","B","B","B","A","B","A","B","A","A","B"
"Height.1538",70.7050143188611,0,0,1,"A","B","B","B","B","B","B","B","A","B","B","A","A","A","A","A","A","A","B","B"
"Height.1539",74.8696726132899,0,0,1,"A","B","B","B","B","B","B","B","A","A","B","B","B","A","A","A","B","B","A","A"
"Height.1540",73.252191237647,0,0,1,"A","B","B","B","B","B","B","A","B","B","A","A","A","B","B","A","A","A","A","A"
"Height.1541",76.5773567135251,0,0,1,"A","B","B","B","B","B","B","A","B","A","B","A","B","B","A","A","B","A","B","A"
"Height.1542",74.9605895381522,0,0,1,"A","B","B","B","B","B","B","A","A","B","B","A","A","A","A","A","B","A","B","B"
"Height.1543",77.0024614188087,0,0,1,"A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","A","B","B","B"
"Height.1544",69.3206355811167,0,0,1,"A","B","B","B","B","B","A","B","B","B","B","B","A","B","B","B","B","A","A","B"
"Height.1545",73.9286395230094,0,0,1,"A","B","B","B","B","B","A","B","B","A","A","A","B","A","A","A","B","B","B","B"
"Height.1546",73.0404718954146,0,0,1,"A","B","B","B","B","B","A","B","A","B","B","A","B","B","B","B","B","A","A","A"
"Height.1547",76.0360343023911,0,0,1,"A","B","B","B","B","B","A","B","A","A","A","B","A","A","A","B","A","A","A","A"
"Height.1548",73.6893669854063,0,0,1,"A","B","B","B","B","B","A","A","B","B","B","A","B","A","A","A","B","A","A","A"
"Height.1549",77.0085873005981,0,0,1,"A","B","B","B","B","B","A","A","B","A","B","A","A","A","B","B","A","B","A","B"
"Height.1550",76.1836441267273,0,0,1,"A","B","B","B","B","B","A","A","A","B","A","B","B","A","B","B","B","A","A","B"
"Height.1551",79.2298988778405,0,0,1,"A","B","B","B","B","B","A","A","A","A","B","B","B","B","B","A","B","B","B","B"
"Height.1552",71.4754722383512,0,0,1,"A","B","B","B","B","A","B","B","B","B","A","B","A","A","B","A","A","A","A","B"
"Height.1553",75.1963342543111,0,0,1,"A","B","B","B","B","A","B","B","B","A","B","A","A","A","B","A","A","B","B","B"
"Height.1554",72.3773057622956,0,0,1,"A","B","B","B","B","A","B","B","A","B","A","A","A","A","B","B","A","A","B","B"
"Height.1555",75.8831171809778,0,0,1,"A","B","B","B","B","A","B","B","A","A","A","B","B","B","B","A","A","A","B","B"
"Height.1556",75.3295301919405,0,0,1,"A","B","B","B","B","A","B","A","B","B","B","B","B","B","A","B","B","B","B","B"
"Height.1557",77.5234723568257,0,0,1,"A","B","B","B","B","A","B","A","B","A","A","A","B","A","A","A","B","A","A","B"
"Height.1558",75.6445892761313,0,0,1,"A","B","B","B","B","A","B","A","A","B","B","B","B","A","A","A","A","A","A","B"
"Height.1559",78.9751915809905,0,0,1,"A","B","B","B","B","A","B","A","A","A","B","B","A","B","A","B","A","A","B","B"
"Height.1560",72.0663336233374,0,0,1,"A","B","B","B","B","A","A","B","B","B","A","A","A","B","B","A","A","B","B","A"
"Height.1561",75.4260364420349,0,0,1,"A","B","B","B","B","A","A","B","B","A","B","B","A","A","A","A","A","B","A","B"
"Height.1562",74.075182254885,0,0,1,"A","B","B","B","B","A","A","B","A","B","A","B","B","B","A","B","A","B","A","B"
"Height.1563",78.357220144235,0,0,1,"A","B","B","B","B","A","A","B","A","A","B","A","A","B","B","A","A","B","B","A"
"Height.1564",75.0216435867947,0,0,1,"A","B","B","B","B","A","A","A","B","B","A","B","B","A","B","B","B","A","B","B"
"Height.1565",78.1967626280624,0,0,1,"A","B","B","B","B","A","A","A","B","A","A","B","A","B","A","A","A","A","B","A"
"Height.1566",76.5086488304106,0,0,1,"A","B","B","B","B","A","A","A","A","B","B","B","A","B","B","B","A","A","B","A"
"Height.1567",78.6938451901762,0,0,1,"A","B","B","B","B","A","A","A","A","A","B","A","A","B","A","A","A","A","B","A"
"Height.1568",71.6613557666874,0,0,1,"A","B","B","B","A","B","B","B","B","B","B","B","B","B","B","B","A","A","B","A"
"Height.1569",74.6845060894661,0,0,1,"A","B","B","B","A","B","B","B","B","A","A","B","B","A","B","B","A","B","A","A"
"Height.1570",74.9659999974168,0,0,1,"A","B","B","B","A","B","B","B","A","B","A","A","A","A","B","A","A","B","A","A"
"Height.1571",76.7321996960765,0,0,1,"A","B","B","B","A","B","B","B","A","A","A","A","B","A","B","A","A","B","B","B"
"Height.1572",74.7142411585261,0,0,1,"A","B","B","B","A","B","B","A","B","B","B","B","A","B","B","B","B","B","A","B"
"Height.1573",79.3216433360383,0,0,1,"A","B","B","B","A","B","B","A","B","A","A","A","A","B","B","B","B","B","B","B"
"Height.1574",76.3467054303295,0,0,1,"A","B","B","B","A","B","B","A","A","B","A","B","B","B","A","A","A","A","B","B"
"Height.1575",80.2524565939111,0,0,1,"A","B","B","B","A","B","B","A","A","A","A","A","B","B","B","A","A","B","A","A"
"Height.1576",71.2786439431808,0,0,1,"A","B","B","B","A","B","A","B","B","B","B","B","A","B","A","A","A","B","B","B"
"Height.1577",75.1145977781219,0,0,1,"A","B","B","B","A","B","A","B","B","A","A","A","A","A","A","A","B","B","B","A"
"Height.1578",74.0734232902345,0,0,1,"A","B","B","B","A","B","A","B","A","B","A","A","A","A","B","B","A","B","B","B"
"Height.1579",77.7833165340095,0,0,1,"A","B","B","B","A","B","A","B","A","A","B","A","B","A","B","B","A","B","A","B"
"Height.1580",77.1858301920728,0,0,1,"A","B","B","B","A","B","A","A","B","B","A","A","B","A","A","B","A","B","B","A"
"Height.1581",79.6119951413094,0,0,1,"A","B","B","B","A","B","A","A","B","A","B","B","B","B","B","B","B","A","B","A"
"Height.1582",76.7628322117563,0,0,1,"A","B","B","B","A","B","A","A","A","B","A","B","A","A","B","A","A","A","A","B"
"Height.1583",81.2578956323868,0,0,1,"A","B","B","B","A","B","A","A","A","A","B","B","A","A","B","A","B","A","B","B"
"Height.1584",73.1798017920698,0,0,1,"A","B","B","B","A","A","B","B","B","B","A","A","B","B","A","A","A","A","B","B"
"Height.1585",76.9429551078795,0,0,1,"A","B","B","B","A","A","B","B","B","A","B","A","A","A","A","B","A","A","A","B"
"Height.1586",77.0231716739377,0,0,1,"A","B","B","B","A","A","B","B","A","B","A","B","B","B","A","B","A","B","B","B"
"Height.1587",79.4003509225,0,0,1,"A","B","B","B","A","A","B","B","A","A","A","B","B","B","A","B","A","A","B","B"
"Height.1588",76.7766837537304,0,0,1,"A","B","B","B","A","A","B","A","B","B","A","B","B","A","B","B","B","B","B","A"
"Height.1589",80.1579579158631,0,0,1,"A","B","B","B","A","A","B","A","B","A","A","A","A","B","A","A","B","B","B","A"
"Height.1590",79.351777919877,0,0,1,"A","B","B","B","A","A","B","A","A","B","A","A","A","B","B","B","A","B","B","B"
"Height.1591",81.9062989299695,0,0,1,"A","B","B","B","A","A","B","A","A","A","A","B","A","B","B","A","A","A","B","A"
"Height.1592",73.910548746496,0,0,1,"A","B","B","B","A","A","A","B","B","B","A","B","B","A","A","A","A","A","A","A"
"Height.1593",77.81436448427,0,0,1,"A","B","B","B","A","A","A","B","B","A","A","B","A","A","B","B","A","B","B","B"
"Height.1594",76.2295714016018,0,0,1,"A","B","B","B","A","A","A","B","A","B","A","B","B","A","B","A","A","B","B","A"
"Height.1595",78.5556291367398,0,0,1,"A","B","B","B","A","A","A","B","A","A","B","B","B","A","A","B","B","A","A","B"
"Height.1596",77.7663176917929,0,0,1,"A","B","B","B","A","A","A","A","B","B","A","A","A","B","B","B","A","A","B","A"
"Height.1597",80.5550219455871,0,0,1,"A","B","B","B","A","A","A","A","B","A","A","B","B","B","A","B","B","B","B","B"
"Height.1598",80.0820497028413,0,0,1,"A","B","B","B","A","A","A","A","A","B","A","B","A","A","B","A","B","B","A","A"
"Height.1599",81.6485938627033,0,0,1,"A","B","B","B","A","A","A","A","A","A","B","B","A","B","A","B","B","B","A","B"
"Height.1600",129.409307676627,0,0,1,"A","B","B","A","B","B","B","B","B","B","A","A","A","A","B","A","B","A","A","A"
"Height.1601",132.350620914453,0,0,1,"A","B","B","A","B","B","B","B","B","A","B","B","A","A","B","A","A","B","B","A"
"Height.1602",132.860056930566,0,0,1,"A","B","B","A","B","B","B","B","A","B","A","B","A","A","B","B","B","A","A","A"
"Height.1603",134.803528067896,0,0,1,"A","B","B","A","B","B","B","B","A","A","A","A","B","A","A","A","A","B","B","A"
"Height.1604",132.426704010679,0,0,1,"A","B","B","A","B","B","B","A","B","B","A","A","B","A","B","A","B","A","A","B"
"Height.1605",135.437814966417,0,0,1,"A","B","B","A","B","B","B","A","B","A","A","B","B","B","B","A","B","A","A","A"
"Height.1606",136.245448654604,0,0,1,"A","B","B","A","B","B","B","A","A","B","A","A","B","B","B","A","A","A","B","A"
"Height.1607",138.664267094465,0,0,1,"A","B","B","A","B","B","B","A","A","A","A","A","B","B","B","B","A","B","A","A"
"Height.1608",130.375906583763,0,0,1,"A","B","B","A","B","B","A","B","B","B","A","A","B","B","A","B","B","A","A","A"
"Height.1609",132.281288365845,0,0,1,"A","B","B","A","B","B","A","B","B","A","B","B","A","B","A","A","A","A","B","B"
"Height.1610",132.232805820157,0,0,1,"A","B","B","A","B","B","A","B","A","B","B","B","B","A","A","A","B","A","B","B"
"Height.1611",135.805648692223,0,0,1,"A","B","B","A","B","B","A","B","A","A","A","B","B","A","B","B","B","A","A","B"
"Height.1612",134.010095077163,0,0,1,"A","B","B","A","B","B","A","A","B","B","A","B","B","B","A","B","A","A","A","B"
"Height.1613",136.631432806448,0,0,1,"A","B","B","A","B","B","A","A","B","A","B","A","A","B","B","A","A","A","A","B"
"Height.1614",134.964455656712,0,0,1,"A","B","B","A","B","B","A","A","A","B","B","B","B","A","B","B","B","A","A","A"
"Height.1615",138.592872165194,0,0,1,"A","B","B","A","B","B","A","A","A","A","A","A","A","B","A","A","A","A","B","B"
"Height.1616",130.713153569562,0,0,1,"A","B","B","A","B","A","B","B","B","B","B","A","B","B","A","B","B","B","B","A"
"Height.1617",133.585617706591,0,0,1,"A","B","B","A","B","A","B","B","B","A","B","B","B","A","A","A","A","B","A","B"
"Height.1618",133.997945038632,0,0,1,"A","B","B","A","B","A","B","B","A","B","B","B","A","B","A","A","A","A","A","B"
"Height.1619",137.837673623403,0,0,1,"A","B","B","A","B","A","B","B","A","A","A","A","B","B","A","A","A","B","A","B"
"Height.1620",133.117669525769,0,0,1,"A","B","B","A","B","A","B","A","B","B","A","A","A","B","A","B","B","A","B","B"
"Height.1621",136.205574318963,0,0,1,"A","B","B","A","B","A","B","A","B","A","A","B","A","A","A","A","A","A","A","A"
"Height.1622",136.726320888168,0,0,1,"A","B","B","A","B","A","B","A","A","B","B","B","A","B","A","A","A","A","B","A"
"Height.1623",138.972088768021,0,0,1,"A","B","B","A","B","A","B","A","A","A","B","B","B","B","B","B","B","B","B","B"
"Height.1624",132.079110600595,0,0,1,"A","B","B","A","B","A","A","B","B","B","B","A","B","A","B","A","A","A","B","B"
"Height.1625",134.534729830337,0,0,1,"A","B","B","A","B","A","A","B","B","A","A","B","A","A","B","B","A","A","A","B"
"Height.1626",133.525149917353,0,0,1,"A","B","B","A","B","A","A","B","A","B","A","A","A","B","A","B","A","A","B","A"
"Height.1627",137.741627395614,0,0,1,"A","B","B","A","B","A","A","B","A","A","B","B","A","B","B","B","B","B","B","B"
"Height.1628",134.740574967352,0,0,1,"A","B","B","A","B","A","A","A","B","B","A","B","A","A","B","B","B","B","B","A"
"Height.1629",138.383458448331,0,0,1,"A","B","B","A","B","A","A","A","B","A","A","B","A","A","A","A","A","B","B","A"
"Height.1630",138.172447784204,0,0,1,"A","B","B","A","B","A","A","A","A","B","A","A","A","B","B","B","B","A","B","B"
"Height.1631",140.560277961352,0,0,1,"A","B","B","A","B","A","A","A","A","A","A","B","B","A","A","B","A","B","A","B"
"Height.1632",132.481305516141,0,0,1,"A","B","B","A","A","B","B","B","B","B","A","A","B","B","A","B","B","A","B","B"
"Height.1633",136.323093945492,0,0,1,"A","B","B","A","A","B","B","B","B","A","A","B","A","B","B","A","A","B","A","A"
"Height.1634",135.067008807344,0,0,1,"A","B","B","A","A","B","B","B","A","B","B","B","B","B","B","B","A","B","B","B"
"Height.1635",136.066348873071,0,0,1,"A","B","B","A","A","B","B","B","A","A","B","A","A","A","A","B","B","B","A","B"
"Height.1636",135.867305192867,0,0,1,"A","B","B","A","A","B","B","A","B","B","B","B","A","B","B","A","A","B","A","A"
"Height.1637",137.906376433346,0,0,1,"A","B","B","A","A","B","B","A","B","A","A","B","A","A","B","B","B","A","A","A"
"Height.1638",137.326532708101,0,0,1,"A","B","B","A","A","B","B","A","A","B","A","B","A","B","B","A","B","B","A","A"
"Height.1639",139.553041805042,0,0,1,"A","B","B","A","A","B","B","A","A","A","B","A","A","B","A","A","B","A","A","A"
"Height.1640",134.852366154055,0,0,1,"A","B","B","A","A","B","A","B","B","B","B","B","A","B","B","B","A","A","A","A"
"Height.1641",136.124981767632,0,0,1,"A","B","B","A","A","B","A","B","B","A","B","A","B","A","B","A","A","B","A","A"
"Height.1642",135.149567589718,0,0,1,"A","B","B","A","A","B","A","B","A","B","A","B","A","B","B","A","A","B","A","A"
"Height.1643",138.191642670155,0,0,1,"A","B","B","A","A","B","A","B","A","A","A","A","B","B","B","A","B","B","A","A"
"Height.1644",135.698694392671,0,0,1,"A","B","B","A","A","B","A","A","B","B","A","B","B","B","B","B","B","B","A","A"
"Height.1645",138.554312743735,0,0,1,"A","B","B","A","A","B","A","A","B","A","B","A","A","A","B","B","A","B","A","B"
"Height.1646",137.804442445208,0,0,1,"A","B","B","A","A","B","A","A","A","B","B","A","B","A","B","A","A","B","B","A"
"Height.1647",140.562249639771,0,0,1,"A","B","B","A","A","B","A","A","A","A","B","A","A","A","B","B","B","B","A","A"
"Height.1648",134.214164395062,0,0,1,"A","B","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","B","A","A"
"Height.1649",137.249784880776,0,0,1,"A","B","B","A","A","A","B","B","B","A","B","B","B","A","B","B","B","A","B","B"
